datum	pilotaaz	helyezes	hiba	csapat	tipus	motor
1953.09.13	248	3		Scuderia Ferrari	Ferrari 	Ferrari 
1960.06.06	734		visszalépés	Reventlow Automobiles Inc	Scarab	Scarab 
1959.05.30	645	12		Moore	Moore	Offenhauser 
1954.09.05	595		motor	Ecurie Rosier	Ferrari 	Ferrari 
1953.08.23	419	2		Scuderia Ferrari	Ferrari 	Ferrari 
1955.06.19	283	10		Equipe Gordini	Gordini 	Gordini 
1951.07.29	337		motor		Maserati 	Maserati 
1953.07.05	300		sebességváltó	Equipe Gordini	Gordini 	Gordini 
1953.05.30	707	2		Bessie Lee Paoli	Kurtis 	Offenhauser 
1960.07.03	278		futómû	Fred Tuck Cars	Cooper 	Climax 
1952.06.22	701	11		HW Motors	HWM	Alta 
1958.06.15	369		motor	Scuderia Centro Sud	Maserati 	Maserati 
1951.07.29	382	6		Ecurie Espadon	Ferrari 	Ferrari
1956.07.01	606	3		Officine Alfieri Maserati	Maserati 	Maserati 
1954.05.31	336	4		Kurtis Kraft	Kurtis 	Offenhauser 
1960.07.03	731		karambol	Owen Racing Organisation	BRM 	BRM 
1953.06.21	599		kuplung	HW Motors	HWM	Alta 
1958.08.03	499	2		Cooper Car Company	Cooper 	Climax 
1954.05.31	411	4		Kurtis Kraft	Kurtis 	Offenhauser 
1951.06.17	42	2		Scuderia Ferrari	Ferrari 	Ferrari 
1956.05.30	96	9		Lesovsky	Lesovsky	Offenhauser 
1953.07.05	228		motor	OSCA Automobili	Osca 	Osca
1957.05.30	220	7		Kurtis Kraft	Kurtis 	Offenhauser 
1952.08.03	376	6		Ecurie Francorchamps	Ferrari 	Ferrari 
1950.05.13	450		nem teljesítette a távot		Alta 	Alta
1960.02.07	174	14			Maserati 	Maserati 
1952.06.22	118	8		Equipe Gordini	Gordini 	Gordini 
1953.07.18	784		kuplung	John Heath	HWM	Alta 
1950.09.03	118		túlhajtás	Ecurie Belge	Talbot-Lago 	Talbot 
1951.07.14	374	11			ERA 	ERA
1955.01.16	111		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1958.06.15	599		túlhajtás	Scuderia Ferrari	Ferrari 	Ferrari 
1954.05.31	296	18		Stevens	Stevens	Offenhauser 
1956.07.01	83		sebességváltó	Officine Alfieri Maserati	Maserati 	Maserati 
1954.07.04	756		motor	Daimler Benz AG	Mercedes 	Mercedes 
1952.05.30	259	16		Pete Salemi	Trevis	Offenhauser 
1950.05.21	546	3		Officine Alfieri Maserati	Maserati 	Maserati 
1956.05.30	188	18		Kurtis Kraft	Kurtis 	Offenhauser 
1954.06.20	234		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1956.05.13	584	4		Scuderia Ferrari	Lancia 	Lancia 
1955.06.19	448	7		Scuderia Ferrari	Ferrari 	Ferrari 
1951.09.16	765	6		Equipe Gordini	Simca-Gordini 	Simca-Gordini 
1958.05.30	669	13		Kuzma	Kuzma	Offenhauser 
1952.07.19	465		motor		HWM	Alta 
1950.06.04	696		karambol	Automobiles Talbot-Darracq SA	Talbot-Lago 	Talbot 
1951.05.27	583		gyújtás		Talbot-Lago 	Talbot 
1954.08.01	532		kerék	Equipe Gordini	Gordini 	Gordini 
1954.01.17	432		motor	Onofre Marimon	Maserati 	Maserati 
1960.06.19	150		futómû	Scuderia Ferrari	Ferrari 	Ferrari 
1952.06.22	503		karambol	Scuderia Franera	Frazer-Nash 	Bristol 
1959.05.10	275		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1958.05.30	296		karambol	Watson	Watson	Offenhauser 
1956.08.05	83	2		Officine Alfieri Maserati	Maserati 	Maserati 
1958.09.07	150		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1959.05.30	713		karambol	Leader Cards Inc	Kurtis 	Offenhauser 
1955.01.16	419	2		Scuderia Ferrari	Ferrari 	Ferrari 
1953.01.18	114		kerék	Cooper Car Company	Cooper 	Bristol 
1950.07.02	759		túlhajtás	Automobiles Talbot-Darracq SA	Talbot-Lago 	Talbot 
1956.09.02	654		defekt	Scuderia Ferrari	Lancia 	Lancia 
1956.08.05	759	5		Ecurie Rosier	Maserati 	Maserati 
1953.07.18	234		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1957.07.20	499	5		Cooper Car Company	Cooper 	Climax 
1953.05.30	698	4		Grancor Auto Specialists	Kurtis 	Offenhauser 
1960.08.14	334		hûtés	Team Lotus	Lotus 	Climax 
1950.05.21	402		karambol	Scuderia Achille Varzi	Maserati 	Maserati 
1955.07.16	355		törés	Gould's Garage (Bristol)	Maserati 	Maserati 
1950.07.02	29	2		Alfa Romeo SpA	Alfa 	Alfa 
1953.07.18	111		sebességváltó	Equipe Gordini	Gordini 	Gordini 
1956.01.22	584		sebességváltó	Scuderia Ferrari	Lancia 	Lancia 
1952.06.22	483	7		Ecurie Francorchamps	Ferrari 	Ferrari 
1956.09.02	238		futómû	Vandervell Products Ltd	Vanwall	Vanwall 
1955.05.22	228		sebességváltó	Equipe Gordini	Gordini 	Gordini 
1951.06.17	438		futómû		Talbot-Lago 	Talbot 
1952.07.06	438	8		Escuderia Bandeirantes	Maserati 	Maserati
1951.05.30	725		motor	MA Walker	Kurtis 	Offenhauser 
1957.01.13	584		elosztó	Scuderia Ferrari	Lancia 	Lancia 
1958.09.07	452		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1951.05.30	31		olajfolyás	Pete Salemi	Trevis	Offenhauser 
1950.06.04	42		olajteknõ	Scuderia Ferrari	Ferrari 	Ferrari 
1956.06.03	448		visszalépés	Owen Racing Organisation	Maserati 	Maserati 
1955.05.30	445	10		Kurtis Kraft	Kurtis 	Offenhauser 
1951.10.28	655		kiállás	Scuderia Ferrari	Ferrari 	Ferrari 
1954.05.31	677	8		Kurtis Kraft	Kurtis 	Offenhauser 
1958.10.19	606		motor	Owen Racing Organisation	BRM 	BRM 
1950.09.03	364	7			Ferrari 	Ferrari 
1951.07.29	284	10		Ecurie Belgique	Talbot-Lago 	Talbot 
1951.05.27	83	8		HW Motors	HWM	Alta
1960.08.14	178	1		Cooper Car Company	Cooper 	Climax 
1957.01.13	599	6		Scuderia Ferrari	Lancia 	Lancia 
1950.05.21	759		karambol	Ecurie Rosier	Talbot-Lago 	Talbot 
1960.09.04	36		gázadagoló	Scuderia Castellotti	Cooper 	Maserati 
1954.10.24	503	8		Owen Racing Organisation	Maserati 	Maserati 
1957.09.08	185		túlhajtás	Scuderia Centro Sud	Maserati 	Maserati 
1952.08.03	505		kiesett		BMW 	BMW 
1959.12.12	275		kuplung	Scuderia Ferrari	Ferrari 	Ferrari 
1950.07.02	688		visszalépés	Scuderia Ambrosiana	Maserati 	Maserati 
1959.05.30	758		benzinfolyás	Christensen	Christensen	Offenhauser 
1953.08.02	722		benzinpumpa		Veritas 	Veritas 
1950.09.03	714		kiesett	Scuderia Milano	Maserati 	Milano 
1958.08.24	731		karambol	Team Lotus	Lotus 	Climax 
1952.09.07	364		kizárták		Ferrari 	Ferrari
1959.05.10	278		kizárták	Equipe Nationale Belge	Cooper 	Climax 
1958.07.19	275		motor	Team Lotus	Lotus 	Climax 
1954.07.17	151	14		Ecurie Ecosse	Connaught 	Lea 
1952.08.03	229		kiesett		AFM	BMW 
1953.05.30	411	3		Ed Walsh	Kurtis 	Offenhauser 
1959.07.05	597		motor	Scuderia Centro Sud	Cooper 	Maserati 
1958.05.30	648		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1956.07.01	238	10		Vandervell Products Ltd	Vanwall	Vanwall 
1954.07.04	111		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1953.06.07	599	8		HW Motors	HWM	Alta 
1960.09.04	262	2		Scuderia Ferrari	Ferrari 	Ferrari 
1958.07.06	499	11		Cooper Car Company	Cooper 	Climax 
1958.01.19	83	1		Rob Walker Racing Team	Cooper 	Climax 
1953.06.07	238		futómû	Equipe Gordini	Gordini 	Gordini 
1959.12.12	238		kuplung	Ecurie Bleue	Cooper 	Climax 
1955.09.11	238		nem azonosított	Vandervell Products Ltd	Vanwall	Vanwall 
1960.11.20	19	2		Team Lotus	Lotus 	Climax 
1953.07.05	721	3		Officine Alfieri Maserati	Maserati 	Maserati 
1960.11.20	743	16		Team Lotus	Lotus 	Climax 
1957.08.04	394		sebességváltó	Vandervell Products Ltd	Vanwall	Vanwall 
1952.05.30	639	6		Peter Schmidt	Kurtis 	Offenhauser 
1953.09.13	767	11		Scuderia Milano	Maserati 	Maserati 
1959.08.23	111	4		Rob Walker Racing Team	Cooper 	Climax 
1957.05.30	191	5		Kurtis Kraft	Kurtis 	Offenhauser 
1956.07.14	238		benzinfolyás	Vandervell Products Ltd	Vanwall	Vanwall 
1957.09.08	599		motor	Scuderia Ferrari	Lancia 	Lancia 
1956.05.30	792		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1954.08.01	655	6		Scuderia Ferrari	Ferrari 	Ferrari 
1951.09.16	419		motor	Alfa Romeo SpA	Alfa 	Alfa 
1960.02.07	275	2		Scuderia Ferrari	Ferrari 	Ferrari 
1951.07.01	742		nem rajtolt el	G A Vanderwell	Ferrari 	Ferrari 
1958.05.26	448	5		Scuderia Ferrari	Ferrari 	Ferrari 
1957.08.18	316		olajteknõ	Scuderia Ferrari	Lancia 	Lancia 
1959.05.30	56	4		Epperly	Epperly	Offenhauser 
1950.09.03	655		kiesett	Alfa Romeo SpA	Alfa 	Alfa 
1960.07.03	185		motor	Owen Racing Organisation	BRM 	BRM 
1952.09.07	118		kizárták	Vickomtesse de Walckiers	Simca-Gordini 	Gordini
1954.05.31	56	15		Kurtis Kraft	Kurtis 	Offenhauser 
1956.01.22	94	6		Alberto Uria	Maserati 	Maserati 
1953.06.21	234	3		Officine Alfieri Maserati	Maserati 	Maserati 
1956.07.14	86		gyújtás	Emeryson Cars	Emeryson	Alta 
1960.07.16	278		gyújtás	Fred Tuck Cars	Cooper 	Climax 
1957.07.20	54	1		Vandervell Products Ltd	Vanwall	Vanwall 
1951.06.17	294	8			Talbot-Lago 	Talbot 
1955.09.11	794		benzinpumpa	Equipe Gordini	Gordini 	Gordini 
1953.07.18	489		motor	Ecurie Ecosse	Connaught 	Lea 
1950.09.03	625		sebességváltó		Talbot-Lago 	Talbot 
1960.09.04	30	10		Camoradi International	Behra-Porsche	Porsche 
1956.07.01	226		kuplung	Scuderia Ferrari	Lancia 	Lancia 
1954.01.17	606		pályaelhagyás	Equipe Gordini	Gordini 	Gordini 
1954.05.31	56		kerék	Kurtis Kraft	Kurtis 	Offenhauser 
1960.05.29	222	2		Cooper Car Company	Cooper 	Climax 
1960.07.03	700	6		Team Lotus	Lotus 	Climax 
1959.09.13	178	3		Cooper Car Company	Cooper 	Climax 
1953.05.30	536	12		Lee Elkins	Kurtis 	Offenhauser 
1951.05.30	705		motor	HA Chapman	Kurtis 	Offenhauser 
1958.05.26	499	4		Cooper Car Company	Cooper 	Climax 
1953.07.18	162		tömlõrepedés	Connaught Engineering	Connaught 	Lea 
1956.05.13	54		motor	Owen Racing Organisation	BRM 	BRM 
1957.05.19	111	5		Scuderia Ferrari	Lancia 	Lancia 
1955.05.22	316		futómû	Officine Alfieri Maserati	Maserati 	Maserati 
1953.08.23	1	4		Officine Alfieri Maserati	Maserati 	Maserati 
1958.05.26	606	3		Owen Racing Organisation	BRM 	BRM 
1956.09.02	140	4		Officine Alfieri Maserati	Maserati 	Maserati 
1953.08.23	532		motor	HW Motors	HWM	Alta 
1956.07.01	664		karambol	Vandervell Products Ltd	Vanwall	Vanwall 
1956.01.22	606	2		Officine Alfieri Maserati	Maserati 	Maserati 
1958.08.24	394	3		Vandervell Products Ltd	Vanwall	Vanwall 
1953.07.18	238		elektronikus	Equipe Gordini	Gordini 	Gordini 
1953.07.18	503	8			Cooper 	Bristol 
1958.07.06	394		kiesett	Vandervell Products Ltd	Vanwall	Vanwall 
1952.05.18	599		karambol	HW Motors	HWM	Alta 
1959.07.18	130	8		Team Lotus	Lotus 	Climax 
1957.01.13	721	5		Scuderia Ferrari	Lancia 	Lancia 
1953.05.30	574		gyújtás	RN Sabourin	Del 	Offenhauser 
1956.05.13	587	6		Equipe Gordini	Gordini 	Gordini 
1953.08.23	234		olajfolyás	Officine Alfieri Maserati	Maserati 	Maserati 
1958.10.19	772		karambol	British Racing Partnership	Cooper 	Climax 
1952.06.22	595	3		Equipe Gordini	Gordini 	Gordini 
1958.08.24	238	6		Owen Racing Organisation	BRM 	BRM 
1952.09.07	595	14		Equipe Gordini	Gordini 	Gordini 
1956.07.14	759		karburátor	Ecurie Rosier	Maserati 	Maserati 
1954.07.04	503		futómû	Owen Racing Organisation	Maserati 	Maserati 
1955.01.16	316		kiesett	Officine Alfieri Maserati	Maserati 	Maserati 
1951.07.14	721	1		Scuderia Ferrari	Ferrari 	Ferrari 
1951.09.16	284		túlhajtás	Ecurie Belgique	Talbot-Lago 	Talbot 
1953.01.18	721	3		Officine Alfieri Maserati	Maserati 	Maserati 
1958.05.26	369		benzinpumpa	Horace Gould	Maserati 	Maserati 
1958.07.19	394	4		Vandervell Products Ltd	Vanwall	Vanwall 
1952.08.17	595	5		Equipe Gordini	Gordini 	Gordini 
1953.07.18	301		kuplung	HW Motors	HWM	Alta 
1956.07.14	595	9		Equipe Gordini	Gordini 	Gordini 
1956.06.03	248	5		Scuderia Centro Sud	Maserati 	Maserati 
1953.08.23	245	5		Officine Alfieri Maserati	Maserati 	Maserati 
1956.01.22	526		karambol	Luigi Piotti	Maserati 	Maserati 
1958.08.03	597	7		High Efficiency Motors	Cooper 	Climax 
1955.06.19	606	6		Officine Alfieri Maserati	Maserati 	Maserati 
1957.07.20	54		kiesett	Vandervell Products Ltd	Vanwall	Vanwall 
1953.09.13	118		benzinfolyás	Ecurie Belge	Connaught 	Lea 
1951.05.30	26		futómû	Bob Estes	Watson	Offenhauser 
1951.05.27	335		benzinpumpa		Veritas 	Veritas 
1950.05.30	800	24		John Lorenz	Wetteroth	Offenhauser 
1954.08.22	284	8		Ecurie Francorchamps	Ferrari 	Ferrari 
1954.07.17	111	5		Scuderia Ferrari	Ferrari 	Ferrari 
1952.08.17	668	9		Escuderia Bandeirantes	Maserati 	Maserati
1957.07.20	374	6			Cooper 	Bristol 
1951.07.01	472	9		Ecurie Belgique	Talbot-Lago 	Talbot 
1954.05.31	574		kiesett	Nichels	Nichels	Offenhauser 
1959.09.13	222		motor	Cooper Car Company	Cooper 	Climax 
1955.05.30	706	3		Kurtis Kraft	Kurtis 	Offenhauser 
1954.07.17	42		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1954.05.31	482		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1958.05.18	731		motor	Team Lotus	Lotus 	Climax 
1958.07.06	316		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1951.05.30	718		gyújtás	Jean Marcenac	Kurtis 	Novi 
1959.08.23	19		sebességváltó	Team Lotus	Lotus 	Climax 
1957.07.20	432		futómû	Officine Alfieri Maserati	Maserati 	Maserati 
1953.07.05	503		kerék		Cooper 	Bristol 
1952.09.07	308	12		Connaught Engineering	Connaught 	Lea 
1952.05.18	354		motor	Alex Falkenhausen Motorenen	AFM	Kuchen 
1951.10.28	111		motor	Equipe Gordini	Simca-Gordini 	Simca-Gordini 
1960.06.19	564		nem azonosított	Taylor-Crawley Racing Team	Lotus 	Climax 
1958.08.03	518	9		Scuderia Ferrari	Ferrari 	Ferrari 
1957.09.08	316	8		Scuderia Ferrari	Lancia 	Lancia 
1960.05.29	150	8		Scuderia Ferrari	Ferrari 	Ferrari 
1958.05.30	686		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1959.05.31	54		olajfolyás	Scuderia Ferrari	Ferrari 	Ferrari 
1953.08.02	499		motor	Connaught Engineering	Connaught 	Lea 
1957.01.13	432	3		Officine Alfieri Maserati	Maserati 	Maserati 
1950.07.02	546		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1958.10.19	295		karambol	Officine Alfieri Maserati	Maserati 	Maserati 
1957.08.18	36	6		Officine Alfieri Maserati	Maserati 	Maserati 
1952.07.19	111		sebességváltó	Equipe Gordini	Gordini 	Gordini 
1950.05.21	1	1		Alfa Romeo SpA	Alfa 	Alfa 
1960.06.19	547		motor	Owen Racing Organisation	BRM 	BRM 
1958.05.18	178	4		Cooper Car Company	Cooper 	Climax 
1958.07.19	238	5		Owen Racing Organisation	BRM 	BRM 
1953.09.13	729		benzinhiány	Officine Alfieri Maserati	Maserati 	Maserati 
1953.01.18	595		kerék	Equipe Gordini	Gordini 	Gordini 
1955.01.16	379	7		Officine Alfieri Maserati	Maserati 	Maserati 
1957.07.07	700		karambol	Owen Racing Organisation	BRM 	BRM 
1959.07.18	527		karambol	Scuderia Centro Sud	Maserati 	Maserati 
1957.09.08	394		benzintank	Vandervell Products Ltd	Vanwall	Vanwall 
1953.07.18	248		sebességváltó	Scuderia Ferrari	Ferrari 	Ferrari 
1955.05.30	677	2		Kurtis Kraft	Kurtis 	Offenhauser 
1956.05.30	296		kiesett	Kurtis Kraft	Kurtis 	Offenhauser 
1959.09.13	499		motor	David Brown Corporation	Aston 	Aston 
1951.07.14	688		motor	Scuderia Ambrosiana	Maserati 	Maserati 
1959.07.18	63		kizárták	Reg Parnell Racing	Cooper 	Climax 
1950.06.18	29	2		Alfa Romeo SpA	Alfa 	Alfa 
1958.09.07	157		motor		Maserati 	Maserati 
1959.05.10	238		benzintank	Owen Racing Organisation	BRM 	BRM 
1958.08.24	157		motor	Scuderia Centro Sud	Maserati 	Maserati 
1956.09.02	1	2		Scuderia Ferrari	Lancia 	Lancia 
1958.09.07	394		túlhajtás	Vandervell Products Ltd	Vanwall	Vanwall 
1960.08.14	743	3		Team Lotus	Lotus 	Climax 
1951.09.16	655	5		Scuderia Ferrari	Ferrari 	Ferrari 
1955.09.11	419		gumi	Scuderia Ferrari	Ferrari 	Ferrari 
1952.08.03	729		pályaelhagyás	Officine Alfieri Maserati	Maserati 	Maserati
1958.08.24	499	10		Cooper Car Company	Cooper 	Climax 
1951.05.30	131	2		Jim Robbins	Kurtis 	Offenhauser 
1953.08.02	756	9		Hans Klenk	Veritas 	Veritas 
1954.09.05	524		kizárták		Maserati 	Maserati 
1952.05.30	144		kompresszor	Lewis Welch	Kurtis 	Novi 
1953.01.18	111	7		Equipe Gordini	Gordini 	Gordini 
1959.05.10	150		karambol	Dr Ing F Porsche KG	Porsche 	Porsche 
1958.07.19	83		motor	Vandervell Products Ltd	Vanwall	Vanwall 
1955.09.11	584	3		Scuderia Ferrari	Ferrari 	Ferrari 
1958.05.30	102		gyújtás	Lesovsky	Lesovsky	Offenhauser 
1950.05.13	29	2		Alfa Romeo SpA	Alfa 	Alfa 
1950.05.21	475		karambol	Officine Alfieri Maserati	Maserati 	Maserati 
1952.08.03	606	5		Equipe Gordini	Gordini 	Gordini 
1950.07.02	475		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1951.05.30	237	7		Louis Rassey	Kurtis 	Offenhauser 
1959.07.05	547		kõfelverõdés	Scuderia Ferrari	Ferrari 	Ferrari 
1955.05.30	482	5		Kurtis Kraft	Kurtis 	Offenhauser 
1956.08.05	599		benzinfolyás	Scuderia Ferrari	Lancia 	Lancia 
1959.05.30	204		kicsúszás	Kuzma	Kuzma	Offenhauser 
1953.06.21	111	5		Equipe Gordini	Gordini 	Gordini 
1954.09.05	300		kiállás	Officine Alfieri Maserati	Maserati 	Maserati 
1952.05.18	595		hûtés	Equipe Gordini	Gordini 	Gordini 
1956.05.13	759		motor	Ecurie Rosier	Maserati 	Maserati 
1954.05.31	508	7		Phillips	Phillips	Offenhauser 
1952.05.30	454	12		Bob Estes	Watson	Offenhauser 
1953.07.18	599		karambol	HW Motors	HWM	Alta 
1958.10.19	143	15			Cooper 	Climax 
1953.09.13	287	8		Scuderia Ferrari	Ferrari 	Ferrari 
1951.10.28	419	3		Alfa Romeo SpA	Alfa 	Alfa 
1960.02.07	28	9		Team Lotus	Lotus 	Climax 
1951.07.01	765		motor	Equipe Gordini	Simca-Gordini 	Simca-Gordini 
1955.09.11	503		benzinbefecskendezõ	Vandervell Products Ltd	Vanwall	Vanwall 
1954.09.05	370		futómû	Equipe Gordini	Gordini 	Gordini 
1959.05.10	157		kizárták	Dr Ing F Porsche KG	Behra-Porsche	Porsche 
1953.08.23	759		karambol	Ecurie Rosier	Ferrari 	Ferrari 
1958.05.18	316	2		Scuderia Ferrari	Ferrari 	Ferrari 
1956.06.03	83		kerék	Officine Alfieri Maserati	Maserati 	Maserati 
1960.09.04	518	1		Scuderia Ferrari	Ferrari 	Ferrari 
1957.09.08	36	5		Officine Alfieri Maserati	Maserati 	Maserati 
1959.07.18	238	4		Owen Racing Organisation	BRM 	BRM 
1955.01.16	379		kiesett	Officine Alfieri Maserati	Maserati 	Maserati 
1952.07.19	258	21			Frazer-Nash 	BMW 
1959.05.31	185	1		Owen Racing Organisation	BRM 	BRM 
1958.08.03	789	8			Cooper 	Climax 
1960.07.16	54	5		Yeoman Credit Racing Team	Cooper 	Climax 
1954.05.31	139	3		Kurtis Kraft	Kurtis 	Offenhauser 
1952.05.30	26	13		Ed Walsh	Kurtis 	Offenhauser 
1958.05.30	186		kicsúszás	Kurtis Kraft	Kurtis 	Offenhauser 
1954.07.17	700		kiesett	Prince Bira	Maserati 	Maserati 
1958.08.03	222	5		Cooper Car Company	Cooper 	Climax 
1954.07.17	300	6			Maserati 	Maserati 
1960.06.06	83	4		Rob Walker Racing Team	Lotus 	Climax 
1960.06.19	185		motor	Owen Racing Organisation	BRM 	BRM 
1954.05.31	220		kiesett	Kurtis Kraft	Kurtis 	Offenhauser 
1952.07.19	701	15		HW Motors	HWM	Alta 
1958.05.18	394		kormány	Vandervell Products Ltd	Vanwall	Vanwall 
1955.06.05	779		olajfolyás	Daimler Benz AG	Mercedes 	Mercedes 
1956.06.03	238	4		Vandervell Products Ltd	Vanwall	Vanwall 
1959.07.18	499	6		David Brown Corporation	Aston 	Aston 
1957.09.08	355	10			Maserati 	Maserati 
1957.01.13	764	9		Scuderia Centro Sud	Ferrari 	Ferrari 
1955.05.22	1		futómû	Daimler Benz AG	Mercedes 	Mercedes 
1957.08.04	127	14		Ecurie Maarsbergen	Porsche 	Porsche 
1954.05.31	412	18		Stevens	Schroeder	Offenhauser 
1959.12.12	54	3		Scuderia Ferrari	Ferrari 	Ferrari 
1958.10.19	226		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1954.05.31	259		kiesett	Pawl	Pawl	Offenhauser 
1955.09.11	49		motor	Equipe Gordini	Gordini 	Gordini 
1955.06.05	419	3		Scuderia Ferrari	Ferrari 	Ferrari 
1957.07.07	355		sebességváltó		Maserati 	Maserati 
1956.07.14	178		motor		Maserati 	Maserati 
1958.10.19	238	5		Owen Racing Organisation	BRM 	BRM 
1957.05.19	178	6		Rob Walker Racing Team	Cooper 	Climax 
1953.09.13	42		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1958.10.19	185	4		Owen Racing Organisation	BRM 	BRM 
1958.06.15	731		motor	Team Lotus	Lotus 	Climax 
1960.11.20	226	12		Yeoman Credit Racing Team	Cooper 	Climax 
1959.05.31	275	9		Scuderia Ferrari	Ferrari 	Ferrari 
1957.01.13	316		kuplung	Scuderia Ferrari	Lancia 	Lancia 
1960.06.06	222		nem azonosított	Cooper Car Company	Cooper 	Climax 
1953.08.23	53		sebességváltó	Escuderia Bandeirantes	Maserati 	Maserati 
1960.07.16	178	1		Cooper Car Company	Cooper 	Climax 
1957.05.19	121		benzintank	Connaught Engineering	Connaught 	Alta 
1956.07.14	695		motor		Maserati 	Maserati 
1954.07.17	759		motor	Ecurie Rosier	Ferrari 	Ferrari 
1953.06.21	780	9		Equipe Gordini	Gordini 	Gordini 
1951.05.30	536		tengely	Lee Elkins	Kurtis 	Offenhauser 
1952.07.06	583	10		HW Motors	HWM	Alta 
1952.05.30	698		kompresszor	Cummins Engines	Kurtis 	Cummins 
1952.08.17	53	9		Escuderia Bandeirantes	Maserati 	Maserati
1953.08.02	248		kiesett	Scuderia Ferrari	Ferrari 	Ferrari 
1958.08.03	111	3		Rob Walker Racing Team	Cooper 	Climax 
1958.08.03	363		motor		Cooper 	Climax 
1950.09.03	475		kiesett	Officine Alfieri Maserati	Maserati 	Maserati 
1951.07.01	234		motor	Scuderia Milano	Maserati 	Milano 
1956.07.14	1	1		Scuderia Ferrari	Lancia 	Lancia 
1950.05.21	550		karambol		Maserati 	Maserati 
1958.01.19	432	7		Scuderia Sud Americana	Maserati 	Maserati 
1960.07.03	111		karambol	Scuderia Centro Sud	Cooper 	Maserati 
1953.08.23	729	4		Officine Alfieri Maserati	Maserati 	Maserati 
1952.06.22	465	15			HWM	Alta 
1951.07.01	550		futómû	Enrico Plate	Maserati 	Maserati
1960.05.30	404	7		Watson	Watson	Offenhauser 
1953.06.21	238	7		Equipe Gordini	Gordini 	Gordini 
1958.05.26	83	1		Vandervell Products Ltd	Vanwall	Vanwall 
1952.05.18	503	4		Scuderia Franera	Frazer-Nash 	Bristol 
1954.09.05	721		sebességváltó	Scuderia Ferrari	Ferrari 	Ferrari 
1953.05.30	706	10		Pat Clancy	Kurtis 	Offenhauser 
1953.05.30	800	7		Ernest Ruiz	Kurtis 	Offenhauser 
1955.05.22	606	3		Officine Alfieri Maserati	Maserati 	Maserati 
1953.08.02	42		kiesett	Scuderia Ferrari	Ferrari 	Ferrari 
1960.05.30	148	9		Trevis	Trevis	Offenhauser 
1952.08.03	260		kiesett		Veritas 	BMW 
1953.06.21	550	4			Maserati 	Maserati 
1956.06.03	599	1		Scuderia Ferrari	Lancia 	Lancia 
1950.05.13	193	3		Alfa Romeo SpA	Alfa 	Alfa 
1956.09.02	83	1		Officine Alfieri Maserati	Maserati 	Maserati 
1955.05.30	360	7		Kurtis Kraft	Kurtis 	Offenhauser 
1959.07.18	564		futómû	Alan Brown Equipe	Cooper 	Climax 
1957.07.07	448	4		Scuderia Ferrari	Lancia 	Lancia 
1953.08.23	534	9		HW Motors	HWM	Alta 
1956.09.02	695		motor		Maserati 	Maserati 
1956.01.22	1	1		Scuderia Ferrari	Lancia 	Lancia 
1954.07.17	738		motor	Ecurie Richmond	Cooper 	Bristol 
1955.01.16	83	4		Daimler Benz AG	Mercedes 	Mercedes 
1957.05.19	369	3		Scuderia Centro Sud	Maserati 	Maserati 
1959.12.12	150	6		Scuderia Ferrari	Ferrari 	Ferrari 
1960.06.06	262	6		Scuderia Ferrari	Ferrari 	Ferrari 
1958.08.03	185		karambol	Scuderia Centro Sud	Maserati 	Maserati 
1957.05.30	10		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1953.06.07	503		kiállás		Cooper 	Bristol 
1960.07.16	518	7		Scuderia Ferrari	Ferrari 	Ferrari 
1952.09.07	248	3		Scuderia Ferrari	Ferrari 	Ferrari 
1957.05.30	421	1		Epperly	Epperly	Offenhauser 
1953.05.30	574		kiesett	3L Racing Team	Del 	Offenhauser 
1959.09.13	784		motor	High Efficiency Motors	Cooper 	Maserati 
1959.12.12	518		kuplung	Scuderia Ferrari	Ferrari 	Ferrari 
1954.08.22	83		olajpumpa	Officine Alfieri Maserati	Maserati 	Maserati 
1954.09.05	721	3		Scuderia Ferrari	Ferrari 	Ferrari 
1952.08.03	676	12			BMW 	BMW 
1952.07.19	301		motor	HW Motors	HWM	Alta 
1954.05.31	511		kiesett	Schroeder	Kurtis 	Offenhauser 
1952.08.03	42	1		Scuderia Ferrari	Ferrari 	Ferrari 
1957.05.19	54	2		Vandervell Products Ltd	Vanwall	Vanwall 
1952.07.19	238	17		Enrico Plate	Maserati 	Plate 
1960.06.06	54		sebességváltó	Yeoman Credit Racing Team	Cooper 	Climax 
