datum	celaz	szamlaaz	osszeg
2008.02.12	2	1139	96
2008.02.12	3	1142	93
2008.02.12	3	1146	50
2008.02.12	2	1148	62
2008.02.12	4	1151	78
2008.02.12	1	1152	93
2008.02.12	1	1153	55
2008.02.12	2	1155	60
2008.02.12	2	1157	56
2008.02.12	4	1158	40
2008.02.12	3	1161	57
2008.02.12	2	1162	6
2008.02.12	1	1163	32
2008.02.12	4	1164	17
2008.02.12	3	1166	56
2008.02.12	1	1169	97
2008.02.12	1	1171	4
2008.02.12	4	1174	73
2008.02.12	4	1176	51
2008.02.12	3	1180	36
2008.02.12	2	1183	73
2008.02.12	1	1187	60
2008.02.12	4	1190	44
2008.02.12	4	1193	22
2008.02.12	2	1194	39
2008.02.12	3	1198	94
2008.02.12	2	1202	34
2008.02.12	3	1204	54
2008.02.12	3	1208	2
2008.02.12	2	1211	37
2008.02.12	4	1214	20
2008.02.12	4	1217	33
2008.02.12	4	1221	61
2008.02.12	1	1222	3
2008.02.12	4	1224	3
2008.02.12	2	1227	59
2008.02.12	2	1231	18
2008.02.19	1	2	80
2008.02.19	6	6	1
2008.02.19	4	10	77
2008.02.19	1	14	69
2008.02.19	4	17	88
2008.02.19	3	19	91
2008.02.19	3	21	89
2008.02.19	4	23	41
2008.02.19	4	27	55
2008.02.19	3	30	46
2008.02.19	4	34	61
2008.02.19	3	36	21
2008.02.19	4	40	40
2008.02.19	3	44	2
2008.02.19	4	48	45
2008.02.19	1	51	11
2008.02.19	3	54	67
2008.02.19	4	57	21
2008.02.19	3	61	82
2008.02.19	3	63	10
2008.02.19	4	65	12
2008.02.19	1	68	25
2008.02.19	6	72	32
2008.02.19	4	74	9
2008.02.19	6	78	17
2008.02.19	6	79	87
2008.02.19	1	81	41
2008.02.19	3	84	18
2008.02.19	4	85	80
2008.02.19	6	89	35
2008.02.19	1	93	10
2008.02.19	1	95	62
2008.02.19	1	97	2
2008.02.19	6	101	46
2008.02.19	4	103	37
2008.02.19	1	105	98
2008.02.19	3	107	86
2008.02.19	3	109	58
2008.02.19	1	112	13
2008.02.19	3	116	22
2008.02.19	3	118	14
2008.02.19	6	119	34
2008.02.19	1	122	71
2008.02.19	4	124	99
2008.02.19	1	125	30
2008.02.19	4	127	19
2008.02.19	6	130	77
2008.02.19	3	133	64
2008.02.19	3	136	90
2008.02.19	4	140	13
2008.02.19	3	142	43
2008.02.19	3	146	19
2008.02.19	4	147	10
2008.02.19	6	150	17
2008.02.19	4	154	67
2008.02.19	3	157	22
2008.02.19	3	159	89
2008.02.19	3	163	30
2008.02.19	4	165	51
2008.02.19	4	169	15
2008.02.19	6	171	14
2008.02.19	1	173	52
2008.02.19	3	176	95
2008.02.19	3	177	17
2008.02.19	3	179	27
2008.02.19	6	180	83
2008.02.19	4	183	48
2008.02.19	1	187	14
2008.02.19	3	188	84
2008.02.19	1	190	25
2008.02.19	6	193	30
2008.02.19	6	194	49
2008.02.19	6	198	2
2008.02.19	3	202	75
2008.02.19	4	205	81
2008.02.19	1	208	39
2008.02.19	3	210	38
2008.02.19	6	214	36
2008.02.19	1	215	63
2008.02.19	4	217	10
2008.02.19	4	220	13
2008.02.19	6	221	5
2008.02.19	3	224	4
2008.02.19	1	227	68
2008.02.19	3	231	9
2008.02.19	6	234	83
2008.02.19	3	235	3
2008.02.19	1	236	26
2008.02.19	1	240	62
2008.02.19	6	243	71
2008.02.19	1	244	62
2008.02.19	1	248	93
2008.02.19	3	252	76
2008.02.19	3	256	69
2008.02.19	4	258	80
2008.02.19	3	259	71
2008.02.19	3	261	50
2008.02.19	1	263	75
2008.02.19	4	264	29
2008.02.19	6	267	57
2008.02.19	1	268	82
2008.02.19	6	270	91
2008.02.19	4	274	95
2008.02.19	4	276	53
2008.02.19	4	278	74
2008.02.19	6	281	18
2008.02.19	1	283	92
2008.02.19	4	286	29
2008.02.19	6	289	26
2008.02.19	3	290	52
2008.02.19	3	294	48
2008.02.19	6	295	73
2008.02.19	4	298	36
2008.02.19	6	299	48
2008.02.19	3	300	64
2008.02.19	1	301	97
2008.02.19	3	304	7
2008.02.19	4	307	50
2008.02.19	1	308	39
2008.02.19	6	310	15
2008.02.19	4	312	36
2008.02.19	4	313	7
2008.02.19	4	314	72
2008.02.19	4	318	73
2008.02.19	4	319	12
2008.02.19	4	320	85
2008.02.19	6	324	66
2008.02.19	4	328	13
2008.02.19	3	330	72
2008.02.19	1	333	34
2008.02.19	4	336	19
2008.02.19	6	337	86
2008.02.19	6	341	80
2008.02.19	4	343	58
2008.02.19	3	347	31
2008.02.19	3	351	29
2008.02.19	1	355	47
2008.02.19	4	357	29
2008.02.19	4	359	3
2008.02.19	1	362	19
2008.02.19	1	366	36
2008.02.19	4	369	34
2008.02.19	4	371	34
2008.02.19	6	372	28
2008.02.19	6	375	59
2008.02.19	6	377	88
2008.02.19	3	379	12
2008.02.19	1	382	27
2008.02.19	1	384	5
2008.02.19	3	386	17
2008.02.19	6	388	74
2008.02.19	3	391	35
2008.02.19	3	395	5
2008.02.19	1	399	55
2008.02.19	1	403	83
2008.02.19	1	407	52
2008.02.19	1	409	72
2008.02.19	1	412	3
2008.02.19	1	415	26
2008.02.19	6	418	79
2008.02.19	4	420	95
2008.02.19	1	424	59
2008.02.19	4	428	79
2008.02.19	6	431	16
2008.02.19	6	434	78
2008.02.19	4	435	26
2008.02.19	1	436	67
2008.02.19	1	437	62
2008.02.19	6	439	20
2008.02.19	1	440	1
2008.02.19	1	441	14
2008.02.19	3	445	17
2008.02.19	4	446	22
2008.02.19	6	447	43
2008.02.19	6	448	10
2008.02.19	1	452	81
2008.02.19	6	455	41
2008.02.19	6	458	80
2008.02.19	3	462	84
2008.02.19	1	463	56
2008.02.19	1	464	3
2008.02.19	1	466	83
2008.02.19	4	468	10
2008.02.19	1	472	39
2008.02.19	6	474	81
2008.02.19	4	477	96
2008.02.19	4	481	93
2008.02.19	3	482	32
2008.02.19	3	485	11
2008.02.19	3	486	19
2008.02.19	3	487	37
2008.02.19	6	490	34
2008.02.19	4	492	19
2008.02.19	1	496	51
2008.02.19	4	498	40
2008.02.19	4	500	45
2008.02.19	4	502	76
2008.02.19	3	503	92
2008.02.19	6	505	3
2008.02.19	4	507	66
2008.02.19	3	511	93
2008.02.19	4	514	43
2008.02.19	4	515	24
2008.02.19	6	519	96
2008.02.19	6	521	69
2008.02.19	1	524	2
2008.02.19	1	527	5
2008.02.19	3	530	36
2008.02.19	1	534	6
2008.02.19	6	538	72
2008.02.19	3	539	45
2008.02.19	6	543	42
2008.02.19	6	547	1
2008.02.19	6	549	51
2008.02.19	3	552	45
2008.02.19	6	554	22
2008.02.19	4	558	55
2008.02.19	1	560	39
2008.02.19	1	564	3
2008.02.19	6	565	11
2008.02.19	6	569	68
2008.02.19	4	572	36
2008.02.19	4	576	23
2008.02.19	1	578	88
2008.02.19	6	581	42
2008.02.19	3	582	43
2008.02.19	4	585	1
2008.02.19	4	589	37
2008.02.19	4	590	74
2008.02.19	1	591	59
2008.02.19	4	593	38
2008.02.19	3	596	35
2008.02.19	1	598	66
2008.02.19	1	600	84
2008.02.19	1	604	35
2008.02.19	3	608	75
2008.02.19	3	611	18
2008.02.19	4	612	10
2008.02.19	3	614	90
2008.02.19	4	616	90
2008.02.19	1	620	28
2008.02.19	1	621	64
2008.02.19	3	624	6
2008.02.19	6	626	15
2008.02.19	6	629	98
2008.02.19	6	631	18
2008.02.19	1	634	80
2008.02.19	3	637	48
2008.02.19	1	639	28
2008.02.19	6	640	40
2008.02.19	4	643	15
2008.02.19	3	644	90
2008.02.19	1	645	17
2008.02.19	6	646	53
2008.02.19	4	648	9
2008.02.19	3	649	43
2008.02.19	6	652	32
2008.02.19	3	654	17
2008.02.19	4	655	61
2008.02.19	4	657	4
2008.02.19	3	661	72
2008.02.19	6	662	26
2008.02.19	1	665	73
2008.02.19	1	666	75
2008.02.19	4	670	39
2008.02.19	6	671	27
2008.02.19	4	675	45
2008.02.19	6	676	55
2008.02.19	4	680	65
2008.02.19	6	682	18
2008.02.19	4	683	76
2008.02.19	4	685	22
2008.02.19	3	689	51
2008.02.19	1	690	55
2008.02.19	3	691	66
2008.02.19	6	695	44
2008.02.19	4	697	96
2008.02.19	4	699	84
2008.02.19	6	703	8
2008.02.19	1	707	52
2008.02.19	6	711	1
2008.02.19	3	714	22
2008.02.19	1	717	26
2008.02.19	6	719	69
2008.02.19	4	721	65
2008.02.19	1	723	69
2008.02.19	6	724	93
2008.02.19	4	728	96
2008.02.19	1	731	87
2008.02.19	3	734	27
2008.02.19	4	736	11
2008.02.19	4	737	33
2008.02.19	3	740	70
2008.02.19	6	741	92
2008.02.19	6	744	9
2008.02.19	6	746	79
2008.02.19	3	748	13
2008.02.19	3	752	34
2008.02.19	1	755	56
2008.02.19	1	756	35
2008.02.19	1	757	14
2008.02.19	1	761	26
2008.02.19	6	764	61
2008.02.19	6	765	49
2008.02.19	3	769	74
2008.02.19	1	771	47
2008.02.19	3	773	27
2008.02.19	6	776	73
2008.02.19	4	777	94
2008.02.19	3	778	25
2008.02.19	4	782	26
2008.02.19	6	784	28
2008.02.19	3	786	74
2008.02.19	6	788	64
2008.02.19	4	790	18
2008.02.19	1	792	49
2008.02.19	6	795	13
2008.02.19	4	799	86
2008.02.19	1	802	79
2008.02.19	4	806	26
2008.02.19	1	809	11
2008.02.19	3	813	18
2008.02.19	4	817	82
2008.02.19	3	820	62
2008.02.19	1	822	68
2008.02.19	4	826	30
2008.02.19	4	830	45
2008.02.19	3	833	41
2008.02.19	6	837	42
2008.02.19	6	840	10
2008.02.19	4	843	66
2008.02.19	4	844	14
2008.02.19	3	846	62
2008.02.19	3	848	70
2008.02.19	1	850	24
2008.02.19	1	854	53
2008.02.19	4	858	97
2008.02.19	1	861	20
2008.02.19	3	865	43
2008.02.19	4	866	3
2008.02.19	3	870	92
2008.02.19	1	871	18
2008.02.19	3	872	87
2008.02.19	4	875	60
2008.02.19	6	879	47
2008.02.19	3	880	6
2008.02.19	1	882	46
2008.02.19	4	884	14
2008.02.19	3	888	61
2008.02.19	6	890	4
2008.02.19	3	892	65
2008.02.19	6	895	3
2008.02.19	3	898	34
2008.02.19	4	902	5
2008.02.19	4	903	43
2008.02.19	3	904	91
2008.02.19	1	905	66
2008.02.19	3	909	26
2008.02.19	3	913	40
2008.02.19	1	914	87
2008.02.19	4	916	58
2008.02.19	3	917	52
2008.02.19	1	920	76
2008.02.19	1	921	93
2008.02.19	4	924	10
2008.02.19	6	928	86
2008.02.19	3	932	33
2008.02.19	1	936	8
2008.02.19	4	940	21
2008.02.19	3	944	31
2008.02.19	3	945	48
2008.02.19	4	948	16
2008.02.19	3	951	90
2008.02.19	1	952	42
2008.02.19	1	954	23
2008.02.19	1	958	65
2008.02.19	4	960	20
2008.02.19	6	964	48
2008.02.19	4	965	57
2008.02.19	1	968	4
2008.02.19	4	969	9
2008.02.19	1	973	10
2008.02.19	4	977	25
2008.02.19	1	979	60
2008.02.19	3	982	28
2008.02.19	4	983	2
2008.02.19	4	986	4
2008.02.19	3	989	11
2008.02.19	6	993	64
2008.02.19	1	997	46
2008.02.19	1	998	8
2008.02.19	6	1000	92
2008.02.19	1	1001	32
2008.02.19	1	1005	93
2008.02.19	4	1007	87
2008.02.19	4	1009	72
2008.02.19	1	1013	58
2008.02.19	1	1015	4
2008.02.19	4	1018	19
2008.02.19	3	1021	62
2008.02.19	6	1025	22
2008.02.19	3	1026	23
2008.02.19	3	1029	9
2008.02.19	4	1031	61
2008.02.19	1	1033	88
2008.02.19	6	1034	51
2008.02.19	6	1036	58
2008.02.19	6	1038	34
2008.02.19	1	1039	93
2008.02.19	4	1042	44
2008.02.19	1	1043	34
2008.02.19	3	1046	43
2008.02.19	1	1048	57
2008.02.19	3	1050	19
2008.02.19	6	1053	36
2008.02.19	3	1055	14
2008.02.19	4	1058	80
2008.02.19	4	1060	93
2008.02.19	4	1064	64
2008.02.19	3	1066	50
2008.02.19	6	1069	62
2008.02.19	6	1073	60
2008.02.19	6	1074	51
2008.02.19	4	1077	48
2008.02.19	6	1080	5
2008.02.19	4	1083	35
2008.02.19	1	1085	48
2008.02.19	6	1087	52
2008.02.19	3	1089	6
2008.02.19	3	1092	20
2008.02.19	6	1093	4
2008.02.19	4	1095	16
2008.02.19	6	1099	66
2008.02.19	3	1100	15
2008.02.19	3	1104	69
2008.02.19	3	1108	45
2008.02.19	1	1110	86
2008.02.19	4	1111	9
2008.02.19	4	1114	93
2008.02.19	4	1117	73
2008.02.19	6	1120	33
2008.02.19	1	1121	31
2008.02.19	4	1125	78
2008.02.19	6	1128	66
2008.02.19	3	1131	5
2008.02.19	6	1134	27
2008.02.19	1	1136	22
2008.02.19	3	1137	68
2008.02.19	4	1140	4
2008.02.19	4	1143	85
2008.02.19	4	1145	25
2008.02.19	1	1149	79
2008.02.19	4	1151	61
2008.02.19	6	1155	13
2008.02.19	4	1157	86
2008.02.19	1	1161	1
2008.02.19	3	1162	77
2008.02.19	1	1164	38
2008.02.19	4	1165	9
2008.02.19	3	1167	16
2008.02.19	6	1170	54
2008.02.19	4	1171	37
2008.02.19	1	1175	89
2008.02.19	6	1177	35
2008.02.19	1	1181	89
2008.02.19	3	1183	7
2008.02.19	3	1185	30
2008.02.19	3	1187	20
2008.02.19	6	1188	84
2008.02.19	3	1192	85
2008.02.19	3	1195	30
2008.02.19	3	1199	77
2008.02.19	3	1200	39
2008.02.19	4	1204	73
2008.02.19	1	1208	88
2008.02.19	3	1211	46
2008.02.19	6	1215	53
2008.02.19	1	1216	35
2008.02.19	3	1220	8
2008.02.19	4	1224	23
2008.02.19	6	1227	26
2008.02.19	4	1231	38
2008.02.19	4	1235	42
2008.02.19	1	1237	9
2008.02.19	4	1238	29
2008.02.19	4	1241	93
2008.02.19	3	1243	23
2008.02.19	6	1245	5
2008.02.19	1	1248	51
2008.02.19	4	1249	19
2008.02.19	1	1250	19
2008.02.19	6	1253	5
2008.02.19	1	1257	2
2008.02.19	6	1260	54
2008.02.19	3	1262	37
2008.02.19	6	1263	13
2008.02.19	1	1267	13
2008.02.19	4	1270	98
2008.02.19	3	1273	90
2008.02.19	3	1277	49
2008.02.19	6	1281	82
2008.02.26	7	2	59
2008.02.26	6	3	47
2008.02.26	6	6	30
2008.02.26	6	10	36
2008.02.26	6	11	5
2008.02.26	7	13	29
2008.02.26	6	15	33
2008.02.26	6	16	90
2008.02.26	6	19	22
2008.02.26	6	20	33
2008.02.26	6	22	45
2008.02.26	7	26	30
2008.02.26	7	27	11
2008.02.26	6	29	58
2008.02.26	6	30	94
2008.02.26	6	34	91
2008.02.26	6	37	71
2008.02.26	7	38	3
2008.02.26	6	42	17
2008.02.26	6	45	75
2008.02.26	6	46	5
2008.02.26	7	48	75
2008.02.26	7	50	11
2008.02.26	7	54	80
2008.02.26	6	57	9
2008.02.26	6	61	67
2008.02.26	6	62	76
2008.02.26	7	64	9
2008.02.26	6	68	85
2008.02.26	6	72	80
2008.02.26	6	76	14
2008.02.26	6	78	29
2008.02.26	6	80	17
2008.02.26	7	83	15
2008.02.26	4	85	23
2008.02.26	6	89	29
2008.02.26	6	92	27
2008.02.26	4	95	36
2008.02.26	7	99	4
2008.02.26	7	103	11
2008.02.26	6	104	46
2008.02.26	6	105	51
2008.02.26	7	108	57
2008.02.26	6	110	36
2008.02.26	6	112	6
2008.02.26	6	113	52
2008.02.26	6	114	81
2008.02.26	6	116	72
2008.02.26	6	119	46
2008.02.26	6	121	37
2008.02.26	4	124	78
2008.02.26	6	128	16
2008.02.26	6	132	54
2008.02.26	4	134	19
2008.02.26	6	135	47
2008.02.26	6	138	12
2008.02.26	6	142	34
2008.02.26	6	145	85
2008.02.26	7	147	88
2008.02.26	4	148	14
2008.02.26	7	149	42
2008.02.26	4	152	36
2008.02.26	6	156	1
2008.02.26	7	160	38
2008.02.26	6	162	9
2008.02.26	6	166	83
2008.02.26	7	167	84
2008.02.26	6	168	84
2008.02.26	6	170	4
2008.02.26	6	173	16
2008.02.26	6	176	41
2008.02.26	6	180	52
2008.02.26	4	182	71
2008.02.26	6	186	69
2008.02.26	4	190	69
2008.02.26	6	191	42
2008.02.26	7	193	10
2008.02.26	4	196	45
2008.02.26	6	197	69
2008.02.26	6	201	54
2008.02.26	4	203	21
2008.02.26	7	207	21
2008.02.26	7	209	41
2008.02.26	6	210	87
2008.02.26	6	212	4
2008.02.26	6	214	62
2008.02.26	6	217	84
2008.02.26	4	220	21
2008.02.26	6	222	58
2008.02.26	6	225	4
2008.02.26	7	228	1
2008.02.26	6	232	20
2008.02.26	6	234	84
2008.02.26	7	235	67
2008.02.26	6	239	87
2008.02.26	7	241	19
2008.02.26	7	242	83
2008.02.26	7	243	52
2008.02.26	6	247	47
2008.02.26	4	249	40
2008.02.26	7	250	53
2008.02.26	6	253	59
2008.02.26	6	254	78
2008.02.26	4	258	83
2008.02.26	7	262	95
2008.02.26	6	265	87
2008.02.26	6	266	40
2008.02.26	4	270	48
2008.02.26	6	273	10
2008.02.26	7	274	38
2008.02.26	6	275	56
2008.02.26	7	277	35
2008.02.26	6	279	95
2008.02.26	6	280	11
2008.02.26	6	281	3
2008.02.26	6	283	43
2008.02.26	6	284	53
2008.02.26	6	287	6
2008.02.26	4	288	22
2008.02.26	7	291	73
2008.02.26	4	295	41
2008.02.26	6	297	22
2008.02.26	4	301	6
2008.02.26	4	304	26
2008.02.26	4	306	84
2008.02.26	6	309	60
2008.02.26	6	313	74
2008.02.26	4	317	49
2008.02.26	6	318	29
2008.02.26	6	321	20
2008.02.26	4	324	5
2008.02.26	4	327	95
2008.02.26	7	330	3
2008.02.26	7	334	3
2008.02.26	4	337	15
2008.02.26	7	341	14
2008.02.26	7	342	20
2008.02.26	6	345	6
2008.02.26	6	347	93
2008.02.26	6	350	54
2008.02.26	4	354	10
2008.02.26	6	358	32
2008.02.26	4	359	43
2008.02.26	7	363	16
2008.02.26	6	365	70
2008.02.26	7	367	79
2008.02.26	6	371	32
2008.02.26	4	373	98
2008.02.26	6	376	3
2008.02.26	7	379	24
2008.02.26	6	382	59
2008.02.26	6	385	5
2008.02.26	7	386	4
2008.02.26	6	387	40
2008.02.26	6	389	24
2008.02.26	6	390	32
2008.02.26	6	393	84
2008.02.26	6	395	53
2008.02.26	6	399	62
2008.02.26	4	401	80
2008.02.26	6	405	33
2008.02.26	7	409	44
2008.02.26	7	412	71
2008.02.26	7	416	52
2008.02.26	7	418	53
2008.02.26	4	422	46
2008.02.26	6	423	52
2008.02.26	6	427	45
2008.02.26	6	430	45
2008.02.26	6	432	25
2008.02.26	6	435	6
2008.02.26	7	437	59
2008.02.26	6	441	9
2008.02.26	6	443	25
2008.02.26	4	444	30
2008.02.26	4	446	96
2008.02.26	4	447	45
2008.02.26	6	451	48
2008.02.26	7	454	27
2008.02.26	4	457	55
2008.02.26	6	459	52
2008.02.26	4	462	92
2008.02.26	4	463	95
2008.02.26	4	466	35
2008.02.26	7	469	32
2008.02.26	6	470	58
2008.02.26	6	473	36
2008.02.26	7	477	38
2008.02.26	4	480	83
2008.02.26	4	484	47
2008.02.26	6	488	49
2008.02.26	6	492	61
2008.02.26	7	496	7
2008.02.26	6	497	28
2008.02.26	6	499	33
2008.02.26	7	500	8
2008.02.26	4	504	3
2008.02.26	6	505	44
2008.02.26	4	508	89
2008.02.26	4	512	75
2008.02.26	6	513	34
2008.02.26	6	514	21
2008.02.26	7	518	18
2008.02.26	4	519	33
2008.02.26	4	520	5
2008.02.26	4	524	10
2008.02.26	4	525	18
2008.02.26	4	528	77
2008.02.26	6	529	20
2008.02.26	7	530	16
2008.02.26	6	532	89
2008.02.26	4	536	6
2008.02.26	7	537	3
2008.02.26	6	541	36
2008.02.26	6	544	33
2008.02.26	6	547	66
2008.02.26	6	551	57
2008.02.26	6	555	38
2008.02.26	7	559	48
2008.02.26	4	562	43
2008.02.26	7	566	41
2008.02.26	7	569	40
2008.02.26	6	573	36
2008.02.26	6	574	21
2008.02.26	4	578	40
2008.02.26	7	581	13
2008.02.26	4	582	95
2008.02.26	6	584	32
2008.02.26	4	587	52
2008.02.26	6	588	32
2008.02.26	6	589	27
2008.02.26	6	593	4
2008.02.26	6	595	94
2008.02.26	6	596	61
2008.02.26	4	597	15
2008.02.26	6	601	35
2008.02.26	7	602	8
2008.02.26	7	605	12
2008.02.26	4	606	5
2008.02.26	6	607	58
2008.02.26	6	611	47
2008.02.26	6	613	84
2008.02.26	6	614	51
2008.02.26	7	615	66
2008.02.26	7	618	26
2008.02.26	6	622	79
2008.02.26	7	623	70
2008.02.26	6	626	96
2008.02.26	6	628	81
2008.02.26	6	632	95
2008.02.26	7	633	60
2008.02.26	6	635	49
2008.02.26	6	636	82
2008.02.26	6	637	34
2008.02.26	6	641	23
2008.02.26	6	644	24
2008.02.26	6	647	56
2008.02.26	6	651	46
2008.02.26	7	655	57
2008.02.26	6	657	20
2008.02.26	4	659	2
2008.02.26	4	660	75
2008.02.26	7	663	63
2008.02.26	6	666	37
2008.02.26	4	670	19
2008.02.26	6	674	39
2008.02.26	6	676	42
2008.02.26	7	678	38
2008.02.26	6	680	8
2008.02.26	7	681	6
2008.02.26	4	683	91
2008.02.26	6	686	39
2008.02.26	7	690	68
2008.02.26	7	694	53
2008.02.26	4	698	7
2008.02.26	7	700	23
2008.02.26	7	702	1
2008.02.26	7	706	23
2008.02.26	6	709	8
2008.02.26	7	711	14
2008.02.26	6	715	6
2008.02.26	6	718	7
2008.02.26	4	720	72
2008.02.26	7	721	55
2008.02.26	7	722	82
2008.02.26	6	725	14
2008.02.26	4	726	11
2008.02.26	7	727	5
2008.02.26	7	730	31
2008.02.26	7	731	62
2008.02.26	6	734	20
2008.02.26	6	737	75
2008.02.26	4	741	51
2008.02.26	6	743	19
2008.02.26	6	744	1
2008.02.26	4	747	68
2008.02.26	7	748	43
2008.02.26	6	752	97
2008.02.26	6	756	54
2008.02.26	6	757	83
2008.02.26	7	760	8
2008.02.26	6	763	49
2008.02.26	7	765	78
2008.02.26	6	766	20
2008.02.26	6	770	43
2008.02.26	6	771	21
2008.02.26	6	775	75
2008.02.26	6	778	78
2008.02.26	4	779	51
2008.02.26	4	780	33
2008.02.26	7	781	44
2008.02.26	6	783	58
2008.02.26	4	784	31
2008.02.26	6	786	32
2008.02.26	6	789	84
2008.02.26	6	793	30
2008.02.26	6	795	82
2008.02.26	4	797	20
2008.02.26	4	798	97
2008.02.26	7	801	42
2008.02.26	4	803	6
2008.02.26	6	806	30
2008.02.26	6	808	81
2008.02.26	6	812	31
2008.02.26	6	815	1
2008.02.26	6	817	31
2008.02.26	7	820	38
2008.02.26	6	823	98
2008.02.26	6	826	68
2008.02.26	6	829	8
2008.02.26	6	830	66
2008.02.26	7	834	88
2008.02.26	6	837	7
2008.02.26	6	839	91
2008.02.26	7	841	66
2008.02.26	6	844	1
2008.02.26	6	847	9
2008.02.26	7	850	89
2008.02.26	6	853	38
2008.02.26	6	857	34
2008.02.26	4	860	1
2008.02.26	6	861	9
2008.02.26	6	865	81
2008.02.26	4	867	89
2008.02.26	7	870	28
2008.02.26	6	872	50
2008.02.26	6	876	96
2008.02.26	6	879	33
2008.02.26	4	882	81
2008.02.26	7	886	14
2008.02.26	4	887	84
2008.02.26	4	888	66
2008.02.26	6	890	80
2008.02.26	7	894	98
2008.02.26	4	895	22
2008.02.26	6	896	87
2008.02.26	6	897	25
2008.02.26	7	899	6
2008.02.26	6	901	75
2008.02.26	6	904	30
2008.02.26	6	905	92
2008.02.26	6	907	35
2008.02.26	7	909	39
2008.02.26	4	912	94
2008.02.26	4	916	4
2008.02.26	4	920	85
2008.02.26	7	922	53
2008.02.26	7	923	81
2008.02.26	7	926	92
2008.02.26	6	930	58
2008.02.26	4	932	99
2008.02.26	6	936	89
2008.02.26	4	938	50
2008.02.26	6	939	52
2008.02.26	7	941	19
2008.02.26	7	943	21
2008.02.26	6	947	40
2008.02.26	6	948	68
2008.02.26	7	949	9
2008.02.26	4	950	72
2008.02.26	6	953	40
2008.02.26	6	955	4
2008.02.26	4	956	71
2008.02.26	4	959	47
2008.02.26	7	961	55
2008.02.26	6	963	67
2008.02.26	6	967	6
2008.02.26	4	969	21
2008.02.26	6	973	99
2008.02.26	4	976	49
2008.02.26	7	980	12
2008.02.26	7	983	61
2008.02.26	6	985	9
2008.02.26	6	987	53
2008.02.26	4	990	90
2008.02.26	6	992	1
2008.02.26	6	996	6
2008.02.26	7	999	78
2008.02.26	7	1001	40
2008.02.26	4	1004	62
2008.02.26	6	1006	67
2008.02.26	7	1007	26
2008.02.26	7	1008	31
2008.02.26	6	1009	46
2008.02.26	4	1013	99
2008.02.26	7	1015	95
2008.02.26	4	1019	55
2008.02.26	6	1021	51
2008.02.26	6	1023	5
2008.02.26	7	1027	87
2008.02.26	7	1029	11
2008.02.26	6	1033	78
2008.02.26	4	1037	81
2008.02.26	6	1038	1
2008.02.26	4	1039	58
2008.02.26	6	1040	28
2008.02.26	4	1041	29
2008.02.26	7	1044	36
2008.02.26	6	1047	68
2008.02.26	4	1050	98
2008.02.26	6	1053	50
2008.02.26	6	1056	92
2008.02.26	4	1058	49
2008.02.26	6	1061	45
2008.02.26	4	1065	21
2008.02.26	6	1066	71
2008.02.26	6	1070	3
2008.02.26	7	1071	7
2008.02.26	4	1072	6
2008.02.26	6	1073	36
2008.02.26	7	1075	27
2008.02.26	4	1079	43
2008.02.26	6	1081	21
2008.02.26	6	1084	94
2008.02.26	6	1088	24
2008.02.26	4	1090	1
2008.02.26	6	1093	49
2008.02.26	4	1095	39
2008.02.26	6	1097	92
2008.02.26	4	1099	82
2008.02.26	6	1103	29
2008.02.26	7	1107	6
2008.02.26	4	1111	33
2008.02.26	7	1114	84
2008.02.26	7	1118	80
2008.02.26	4	1121	93
2008.02.26	7	1122	46
2008.02.26	6	1124	9
2008.02.26	6	1125	4
2008.02.26	6	1129	4
2008.02.26	4	1132	30
2008.02.26	7	1136	54
2008.02.26	6	1137	99
2008.02.26	6	1140	36
2008.02.26	6	1144	86
2008.02.26	4	1147	23
2008.02.26	4	1149	66
2008.02.26	6	1153	89
2008.02.26	6	1154	15
2008.02.26	6	1158	13
2008.02.26	7	1160	6
2008.02.26	6	1163	65
2008.02.26	6	1165	15
2008.02.26	6	1167	24
2008.02.26	7	1169	16
2008.02.26	7	1173	63
2008.02.26	4	1176	86
2008.02.26	4	1179	57
2008.02.26	6	1181	98
2008.02.26	6	1184	82
2008.02.26	4	1188	30
2008.02.26	7	1190	7
2008.02.26	4	1191	54
2008.02.26	7	1194	24
2008.02.26	6	1195	45
2008.02.26	6	1197	90
2008.02.26	6	1198	80
2008.02.26	7	1199	87
2008.02.26	7	1200	33
2008.02.26	6	1204	89
2008.02.26	7	1208	78
2008.02.26	7	1210	72
2008.02.26	7	1212	46
2008.02.26	7	1216	11
2008.02.26	6	1220	49
2008.02.26	7	1224	39
2008.02.26	4	1226	24
2008.02.26	7	1229	53
2008.02.26	7	1232	90
2008.02.26	6	1236	8
2008.02.26	6	1238	27
2008.02.26	6	1240	18
2008.02.26	6	1242	5
2008.02.26	4	1244	59
2008.02.26	6	1246	2
2008.02.26	6	1250	5
2008.02.26	6	1251	90
2008.02.26	6	1252	31
2008.02.26	7	1254	24
2008.02.26	7	1258	14
2008.02.26	6	1262	49
2008.02.26	6	1265	26
2008.02.26	6	1267	67
2008.02.26	6	1268	44
2008.02.26	4	1271	78
2008.02.26	7	1273	42
2008.02.26	6	1275	57
2008.02.26	6	1276	96
2008.02.26	7	1278	79
2008.02.26	6	1282	40
2008.02.26	7	1283	20
2008.02.26	6	1285	70
2008.02.26	4	1289	53
2008.02.26	6	1292	41
2008.02.26	6	1293	54
2008.02.26	6	1294	66
2008.02.26	7	1296	98
